G_ID,GDAY_DS,T_ID,VS_T_ID,HEADER_NO,TB_SC,P_ID,START_CK,RELIEF_CK,CG_CK,QUIT_CK,WLS,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,P_WHIP_RT,P2_WHIP_RT,CB_WHIP_RT
20200523OBSS0,20200523,SS,OB,0,B,61365,1,0,0,0,L,0,12,64,18,16,5,1,0,2,0,1,0,0,1,0,1,4,0,0,0,0,2,2,0,1.5,1.5
20200523OBSS0,20200523,OB,SS,0,T,63248,0,1,0,1, ,0,3,19,5,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.5
20200523OBSS0,20200523,SS,OB,0,B,65496,0,1,0,1, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200523OBSS0,20200523,OB,SS,0,T,67263,0,1,0,0, ,0,2,24,4,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
20200523OBSS0,20200523,OB,SS,0,T,69045,1,0,0,0,W,0,18,101,27,24,6,3,0,2,0,0,0,1,1,0,1,3,0,0,0,0,4,3,0.333333333,1,1.8
20200523OBSS0,20200523,OB,SS,0,T,76329,0,1,0,0, ,0,4,24,5,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20200523OBSS0,20200523,SS,OB,0,B,99445,0,1,0,0, ,0,8,26,8,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20200523WOLT0,20200523,LT,WO,0,B,60559,0,1,0,0, ,0,2,19,5,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,4.5,0,0
20200523WOLT0,20200523,WO,LT,0,T,62360,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200523WOLT0,20200523,WO,LT,0,T,62937,0,1,0,1, ,0,3,21,6,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20200523WOLT0,20200523,LT,WO,0,B,64565,1,0,0,0,L,0,3,25,5,5,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1.5
20200523WOLT0,20200523,LT,WO,0,B,64718,0,1,0,0, ,0,4,28,8,8,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3
20200523WOLT0,20200523,LT,WO,0,B,67591,0,1,0,0, ,0,6,59,13,11,5,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,5,5,2,0,12
20200523WOLT0,20200523,WO,LT,0,T,67828,0,1,0,0, ,0,3,18,5,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,1,0,0,6
20200523WOLT0,20200523,WO,LT,0,T,69343,1,0,0,0,W,0,18,102,26,24,6,4,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,2,1.5,1.285714286,0.857142857
20200523WOLT0,20200523,LT,WO,0,B,77591,0,1,0,0, ,0,8,33,9,9,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
20200523WOLT0,20200523,LT,WO,0,B,79293,0,1,0,0, ,0,1,9,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0
20200523WOLT0,20200523,LT,WO,0,B,79545,0,1,0,1, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200524HHNC0,20200524,NC,HH,0,B,50912,1,0,0,0,W,0,18,90,22,20,2,1,0,1,0,0,0,0,2,0,0,4,0,0,0,0,4,4,1.5,0.5625,0.428571429
20200524HHNC0,20200524,NC,HH,0,B,63950,0,1,0,1, ,0,3,18,5,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
20200524HHNC0,20200524,NC,HH,0,B,63959,0,1,0,0, ,0,0,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20200524HHNC0,20200524,NC,HH,0,B,63991,0,1,0,0, ,1,3,24,4,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
20200524HHNC0,20200524,NC,HH,0,B,64995,0,1,0,0, ,1,1,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20200524HHNC0,20200524,HH,NC,0,T,65769,0,1,0,0,L,0,2,17,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,3,3,0
20200524HHNC0,20200524,HH,NC,0,T,67737,0,1,0,0, ,0,1,14,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,9,0
20200524HHNC0,20200524,HH,NC,0,T,68703,0,1,0,0, ,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20200524HHNC0,20200524,HH,NC,0,T,73738,0,1,0,1, ,0,6,24,9,7,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,2,1.5,0,1.5
20200524HHNC0,20200524,HH,NC,0,T,77318,1,0,0,0, ,0,15,102,26,21,6,1,0,0,1,0,0,0,4,0,1,7,0,0,0,0,4,4,1.875,2.142857143,1.5
20200524HHNC0,20200524,NC,HH,0,B,79358,0,1,0,0, ,0,2,13,4,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1.5
20200524HTSK0,20200524,SK,HT,0,B,50835,1,0,0,0, ,0,21,102,33,32,13,1,0,0,0,1,0,0,1,0,0,3,1,0,0,0,2,1,2.25,2,6
20200524HTSK0,20200524,HT,SK,0,T,61643,0,1,0,1, ,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200524HTSK0,20200524,SK,HT,0,B,61895,0,1,0,0, ,1,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200524HTSK0,20200524,SK,HT,0,B,62056,0,1,0,1,W,0,3,14,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0
20200524HTSK0,20200524,HT,SK,0,T,63628,0,1,0,0,L,0,2,10,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
20200524HTSK0,20200524,SK,HT,0,B,63894,0,1,0,0, ,0,3,20,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20200524HTSK0,20200524,SK,HT,0,B,64893,0,1,0,0, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200524HTSK0,20200524,HT,SK,0,T,65616,1,0,0,0, ,0,21,102,26,23,3,0,1,0,0,0,0,0,2,0,1,2,2,0,0,0,3,1,1,0.714285714,1.5
20200524HTSK0,20200524,HT,SK,0,T,65643,0,1,0,0, ,0,6,26,8,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.5
20200524HTSK0,20200524,HT,SK,0,T,66609,0,1,0,0, ,0,6,20,7,5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0
20200524HTSK0,20200524,SK,HT,0,B,69813,0,1,0,0, ,0,3,30,5,5,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,3
20200524KTLG0,20200524,LG,KT,0,B,50157,0,1,0,0, ,0,2,8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20200524KTLG0,20200524,LG,KT,0,B,61101,1,0,0,0, ,0,18,95,26,25,6,1,0,0,1,0,0,0,1,0,0,8,0,0,0,0,4,4,2,0.705882353,0.428571429
20200524KTLG0,20200524,KT,LG,0,T,65048,0,1,0,1,L,0,1,11,4,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0
20200524KTLG0,20200524,LG,KT,0,B,65117,0,1,0,1,W,0,1,10,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0
20200524KTLG0,20200524,LG,KT,0,B,66145,0,1,0,0, ,0,1,13,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,3,0
20200524KTLG0,20200524,KT,LG,0,T,69032,1,0,0,0, ,0,21,105,31,27,7,1,0,0,2,0,0,0,3,0,1,5,0,0,0,0,4,4,1.125,1.6875,0.75
20200524KTLG0,20200524,LG,KT,0,B,69159,0,1,0,0, ,0,4,18,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
20200524KTLG0,20200524,LG,KT,0,B,76650,0,1,0,0, ,0,1,11,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,3
20200524KTLG0,20200524,KT,LG,0,T,78517,0,1,0,0, ,1,3,23,5,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,2,0,0,0
20200524OBSS0,20200524,SS,OB,0,B,50404,1,0,0,0,W,0,21,105,28,27,9,1,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,1.4,0.857142857
20200524OBSS0,20200524,OB,SS,0,T,62951,0,1,0,0, ,0,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200524OBSS0,20200524,OB,SS,0,T,66291,1,0,0,0,L,0,15,92,26,17,7,2,0,0,1,1,2,1,6,0,0,5,0,0,0,0,6,6,2,2.307692308,1.5
20200524OBSS0,20200524,OB,SS,0,T,67263,0,1,0,1, ,0,3,19,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
20200524OBSS0,20200524,OB,SS,0,T,67266,0,1,0,0, ,0,3,14,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200524OBSS0,20200524,SS,OB,0,B,67421,0,1,0,0, ,0,3,18,4,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1.5
20200524OBSS0,20200524,OB,SS,0,T,68200,0,1,0,0, ,0,0,37,7,5,5,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7,7,0,0,0
20200524OBSS0,20200524,SS,OB,0,B,68403,0,1,0,1, ,0,3,11,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200524WOLT0,20200524,WO,LT,0,T,62360,0,1,0,0, ,0,3,20,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20200524WOLT0,20200524,LT,WO,0,B,62528,0,1,0,1,S,0,3,26,6,4,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,3,1.5
20200524WOLT0,20200524,LT,WO,0,B,63512,0,1,0,0, ,1,2,17,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0
20200524WOLT0,20200524,LT,WO,0,B,63543,0,1,0,0, ,1,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20200524WOLT0,20200524,WO,LT,0,T,64051,0,1,0,0, ,0,2,22,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1.5
20200524WOLT0,20200524,WO,LT,0,T,65320,1,0,0,0,L,0,18,70,23,23,5,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0.833333333,1.5
20200524WOLT0,20200524,LT,WO,0,B,69539,1,0,0,0,W,0,20,101,23,22,3,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0.6,0.333333333
20200524WOLT0,20200524,WO,LT,0,T,74359,0,1,0,1, ,0,1,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
20200526HTKT0,20200526,KT,HT,0,B,50036,0,1,0,0, ,0,3,14,4,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.5,0,0
20200526HTKT0,20200526,HT,KT,0,T,50640,1,0,0,0,W,0,21,105,25,24,3,0,0,0,1,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0.5,0.428571429
20200526HTKT0,20200526,KT,HT,0,B,65048,0,1,0,0, ,0,3,17,7,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1.5,4,0
20200526HTKT0,20200526,KT,HT,0,B,65060,0,1,0,0, ,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200526HTKT0,20200526,KT,HT,0,B,65516,1,0,0,0,L,0,15,92,22,18,4,1,0,0,0,0,0,0,4,0,0,3,1,0,0,0,1,1,2,1.6,1.5
20200526HTKT0,20200526,HT,KT,0,T,65643,0,1,0,1, ,0,3,17,5,4,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,6
20200526HTKT0,20200526,HT,KT,0,T,66609,0,1,0,0, ,1,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
20200526HTKT0,20200526,KT,HT,0,B,69098,0,1,0,1, ,0,3,24,6,3,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,1,0,0
20200526HTKT0,20200526,KT,HT,0,B,76757,0,1,0,0, ,0,3,13,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
20200526LGHH0,20200526,HH,LG,0,B,60140,0,1,0,0, ,0,2,12,3,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1.5,0
20200526LGHH0,20200526,HH,LG,0,B,61214,0,1,0,0, ,0,2,14,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.5,3
20200526LGHH0,20200526,LG,HH,0,T,65117,0,1,0,1,S,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200526LGHH0,20200526,LG,HH,0,T,68135,1,0,0,0,W,0,18,81,20,20,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0.333333333,0.6
20200526LGHH0,20200526,LG,HH,0,T,69159,0,1,0,0, ,1,5,17,4,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.6,0
20200526LGHH0,20200526,HH,LG,0,B,69745,0,1,0,0,L,0,11,64,15,15,5,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,2,2,0,1.363636364,0.75
20200526LGHH0,20200526,HH,LG,0,B,69748,1,0,0,0, ,0,10,60,15,13,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,1.2,1.5
20200526LGHH0,20200526,HH,LG,0,B,73738,0,1,0,1, ,0,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20200526LGHH0,20200526,LG,HH,0,T,76650,0,1,0,0, ,1,1,15,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6
20200526SKOB0,20200526,OB,SK,0,B,50234,1,0,0,0, ,0,18,95,25,20,4,0,0,0,0,0,1,0,4,1,0,4,1,0,0,0,3,3,1.5,1.333333333,2.4
20200526SKOB0,20200526,SK,OB,0,T,60841,1,0,0,0, ,0,21,95,24,22,2,0,1,0,0,0,0,1,1,0,0,8,0,0,0,0,2,1,0,0.428571429,0
20200526SKOB0,20200526,SK,OB,0,T,61895,0,1,0,0,L,0,2,26,6,2,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4,0,3,4.5,0
20200526SKOB0,20200526,OB,SK,0,B,62242,0,1,0,0, ,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200526SKOB0,20200526,SK,OB,0,T,63894,0,1,0,1, ,0,1,12,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3
20200526SKOB0,20200526,OB,SK,0,B,67266,0,1,0,0, ,0,2,12,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.5,3
20200526SKOB0,20200526,OB,SK,0,B,72447,0,1,0,0,W,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200526SKOB0,20200526,OB,SK,0,B,76329,0,1,0,1,S,0,3,12,5,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
20200526SSLT0,20200526,LT,SS,0,B,50558,1,0,0,0, ,0,19,97,25,21,3,1,0,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0.5,1.105263158,0.857142857
20200526SSLT0,20200526,SS,LT,0,T,60146,0,1,0,1,L,0,3,17,6,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.5,3,6
20200526SSLT0,20200526,LT,SS,0,B,62528,0,1,0,1,S,0,3,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
20200526SSLT0,20200526,LT,SS,0,B,63512,0,1,0,0, ,0,2,9,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200526SSLT0,20200526,LT,SS,0,B,63543,0,1,0,0,W,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200526SSLT0,20200526,SS,LT,0,T,68419,1,0,0,0, ,0,21,105,27,24,3,2,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0.75,0.857142857,1.5
20200526WONC0,20200526,NC,WO,0,B,63959,0,1,0,0, ,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200526WONC0,20200526,NC,WO,0,B,63991,0,1,0,0, ,0,1,22,5,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,6
20200526WONC0,20200526,WO,NC,0,T,65398,0,1,0,0, ,0,3,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20200526WONC0,20200526,NC,WO,0,B,65933,1,0,0,0,W,0,21,109,28,24,3,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,1,1,0.75,1.5,0.857142857
20200526WONC0,20200526,WO,NC,0,T,67603,1,0,0,0,L,0,18,102,26,22,6,4,0,0,1,0,1,1,2,0,0,3,0,1,0,0,4,4,1.8,4.2,1.5
20200526WONC0,20200526,WO,NC,0,T,67828,0,1,0,1, ,0,3,23,6,3,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,3,3,3,3,3
20200526WONC0,20200526,NC,WO,0,B,76118,0,1,0,1,S,0,4,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200527HTKT0,20200527,KT,HT,0,B,50040,1,0,0,0,W,0,24,112,31,27,4,0,0,0,0,0,0,0,3,0,1,7,1,0,0,0,0,0,0,0.75,0.75
20200527HTKT0,20200527,HT,KT,0,T,61643,0,1,0,0, ,0,6,39,9,8,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1.5
20200527HTKT0,20200527,HT,KT,0,T,62754,1,0,0,0,L,0,15,93,20,19,6,2,1,0,0,1,0,0,1,0,0,5,1,1,0,0,3,3,1.5,1.909090909,2.25
20200527HTKT0,20200527,KT,HT,0,B,65062,0,1,0,1, ,0,3,20,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200527HTKT0,20200527,HT,KT,0,T,66630,0,1,0,1, ,0,3,14,5,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,6
20200527LGHH0,20200527,HH,LG,0,B,60140,0,1,0,0, ,0,4,36,9,7,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4,3,0,1.5
20200527LGHH0,20200527,HH,LG,0,B,61214,0,1,0,0, ,0,3,17,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200527LGHH0,20200527,HH,LG,0,B,63765,0,1,0,0, ,0,6,45,13,11,5,0,1,2,0,0,0,0,2,0,0,1,0,0,0,1,4,4,3,0,9
20200527LGHH0,20200527,HH,LG,0,B,65769,0,1,0,0, ,0,2,6,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20200527LGHH0,20200527,HH,LG,0,B,73738,0,1,0,1, ,0,3,16,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200527LGHH0,20200527,LG,HH,0,T,78148,1,0,0,0,W,0,18,78,22,21,5,0,0,2,1,1,0,0,1,0,0,6,2,0,0,0,3,3,0,1,0
20200527LGHH0,20200527,HH,LG,0,B,79764,1,0,0,0,L,0,9,63,17,17,8,2,0,2,1,0,0,0,0,0,0,3,0,0,0,0,6,6,2,3,3
20200527LGHH0,20200527,LG,HH,0,T,79825,0,1,0,1,S,0,9,45,14,13,5,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,1
20200527SKOB0,20200527,SK,OB,0,T,62056,0,1,0,1, ,0,3,14,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20200527SKOB0,20200527,SK,OB,0,T,62869,1,0,0,0,L,0,14,90,23,21,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,4,1.5,1.5,1.8
20200527SKOB0,20200527,OB,SK,0,B,63248,0,1,0,1,S,0,6,23,7,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
20200527SKOB0,20200527,SK,OB,0,T,64893,0,1,0,0, ,0,3,14,4,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200527SKOB0,20200527,OB,SK,0,B,67266,0,1,0,0, ,0,0,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20200527SKOB0,20200527,SK,OB,0,T,76858,0,1,0,0, ,0,4,19,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200527SKOB0,20200527,OB,SK,0,B,79229,1,0,0,0,W,0,21,110,28,24,4,1,1,0,0,0,0,0,4,0,0,5,0,0,0,0,1,1,4.5,1.6,3.75
20200527SSLT0,20200527,LT,SS,0,B,60559,0,1,0,0, ,0,0,18,4,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0
20200527SSLT0,20200527,LT,SS,0,B,64021,1,0,0,0,L,0,13,90,23,16,5,1,0,2,0,1,0,1,4,0,2,3,0,1,0,0,4,4,1.8,1.846153846,0.857142857
20200527SSLT0,20200527,LT,SS,0,B,64565,0,1,0,0, ,0,5,21,5,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
20200527SSLT0,20200527,SS,LT,0,T,67443,0,1,0,1, ,0,3,25,5,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.5,0,6
20200527SSLT0,20200527,LT,SS,0,B,67591,0,1,0,1, ,0,6,27,9,6,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0
20200527SSLT0,20200527,SS,LT,0,T,69446,1,0,0,0,W,0,24,101,29,29,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0.75,0.857142857
20200527SSLT0,20200527,LT,SS,0,B,78536,0,1,0,0, ,0,1,30,6,4,3,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,3,9,0,0
20200527SSLT0,20200527,LT,SS,0,B,79545,0,1,0,0, ,0,2,15,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
20200527WONC0,20200527,NC,WO,0,B,60263,1,0,0,0,W,0,19,89,26,24,6,1,0,1,0,0,0,0,2,0,0,6,1,1,0,0,2,2,0.5,1.6,1.5
20200527WONC0,20200527,NC,WO,0,B,60339,0,1,0,1, ,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20200527WONC0,20200527,NC,WO,0,B,61295,0,1,0,0, ,0,1,22,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0
20200527WONC0,20200527,WO,NC,0,T,62363,1,0,0,0,L,0,13,86,23,18,7,0,0,0,0,0,0,0,4,0,1,2,2,1,1,0,6,5,1.8,2.538461538,3
20200527WONC0,20200527,WO,NC,0,T,62937,0,1,0,0, ,0,3,15,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200527WONC0,20200527,NC,WO,0,B,63950,0,1,0,0, ,0,3,12,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200527WONC0,20200527,NC,WO,0,B,64995,0,1,0,0, ,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200527WONC0,20200527,WO,NC,0,T,67391,0,1,0,0, ,0,4,18,6,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0
20200527WONC0,20200527,WO,NC,0,T,67828,0,1,0,1, ,0,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200527WONC0,20200527,WO,NC,0,T,74359,0,1,0,0, ,0,1,19,4,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0
20200527WONC0,20200527,NC,WO,0,B,79358,0,1,0,0, ,0,1,19,4,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
20200528HTKT0,20200528,KT,HT,0,B,50030,1,0,0,0,W,0,15,90,24,23,9,1,0,2,1,0,0,0,1,0,0,2,2,0,0,0,5,5,2,1.846153846,1.714285714
20200528HTKT0,20200528,HT,KT,0,T,63638,0,1,0,0, ,0,6,25,7,7,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.5,1.5
20200528HTKT0,20200528,KT,HT,0,B,65060,0,1,0,0, ,1,4,31,7,3,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2.25,6
20200528HTKT0,20200528,KT,HT,0,B,65062,0,1,0,1,S,0,5,14,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20200528HTKT0,20200528,HT,KT,0,T,66609,0,1,0,1, ,0,3,16,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
20200528HTKT0,20200528,HT,KT,0,T,77637,1,0,0,0,L,0,15,94,28,26,11,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,6,6,3,3,3
20200528HTKT0,20200528,KT,HT,0,B,78517,0,1,0,0, ,1,3,16,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200528LGHH0,20200528,HH,LG,0,B,60768,0,1,0,0, ,0,4,14,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
20200528LGHH0,20200528,HH,LG,0,B,61156,0,1,0,1, ,0,3,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200528LGHH0,20200528,LG,HH,0,T,65117,0,1,0,1,S,0,3,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20200528LGHH0,20200528,HH,LG,0,B,65769,0,1,0,0, ,0,2,12,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
