G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,WLS,INN2_teampit,BF,AB_pit,HIT_pit,H2_pit,H3_pit,HR_pit,SB_pit,BB_pit,KK_pit,GD_pit,R,ER_teampit,WLS_changed,INN2_sp,ER_sp,AB_bat,RBI,RUN,HIT_bat,H2_bat,H3_bat,HR_bat,SB_bat,BB_bat,KK_bat,GD_bat,ERR,LOB,ERA,AVG_bat,AVG_pit,OPS_bat,OPS_pit,wOBA_bat,wOBA_pit,FIP,WHIP,ISO,PE,3hal
20160625LTHH0,20160625,LT,HH,T,L,24,171,38,15,3,1,3,1,6,9,0,8,8,0,9,5,31,1,1,5,0,0,1,1,4,4,1,0,7,9.0,0.16129032258064516,0.39473684210526316,0.5483870967741935,1.3157894736842106,0.24057142857142857,0.5225000000000001,7.875,2.625,0.0967741935483871,0.015384615384615385,3
20160626LTHH0,20160626,LT,HH,T,W,27,157,38,12,3,0,1,0,0,10,0,4,4,1,15,1,42,12,12,15,4,0,1,1,4,9,0,0,7,4.0,0.35714285714285715,0.3157894736842105,0.9761904761904762,0.7894736842105263,0.4095652173913044,0.34289473684210525,2.2222222222222223,1.3333333333333333,0.16666666666666666,0.9,5
20160628SSLT0,20160628,LT,SS,B,W,30,158,33,6,0,0,1,2,5,9,0,4,4,1,18,0,37,7,7,13,2,0,2,2,8,7,1,0,10,3.6,0.35135135135135137,0.18181818181818182,1.135135135135135,0.6060606060606061,0.4504444444444444,0.2631578947368421,4.0,1.1,0.21621621621621623,0.7538461538461538,3
20160629SSLT0,20160629,LT,SS,B,W,27,179,34,10,4,1,0,1,9,5,1,4,4,1,18,2,34,4,5,12,2,0,0,5,2,7,0,0,6,4.0,0.35294117647058826,0.29411764705882354,0.8235294117647058,1.0294117647058822,0.3561111111111111,0.4037209302325581,4.888888888888889,2.111111111111111,0.058823529411764705,0.6097560975609756,5
20160630SSLT0,20160630,LT,SS,B,W,30,195,40,11,3,1,0,0,7,12,1,6,6,1,15,5,38,7,7,12,2,0,3,0,2,13,1,1,5,5.3999999999999995,0.3157894736842105,0.275,0.9736842105263158,0.85,0.41125000000000006,0.35085106382978726,2.7,1.8,0.2894736842105263,0.5764705882352941,4
20160706LTNC0,20160706,LT,NC,T,L,24,183,36,12,1,0,3,0,4,6,0,12,12,0,9,6,35,3,3,9,1,1,0,0,3,6,1,0,9,13.5,0.2571428571428571,0.3333333333333333,0.6857142857142857,1.0555555555555556,0.29447368421052633,0.43624999999999997,7.875,2.0,0.08571428571428572,0.058823529411764705,5
20160707LTNC0,20160707,LT,NC,T,L,24,132,30,8,3,0,1,1,4,5,0,8,8,0,18,3,35,4,4,9,2,0,2,0,2,12,1,0,6,9.0,0.2571428571428571,0.26666666666666666,0.8,0.8666666666666667,0.33972972972972976,0.3597058823529412,4.875,1.5,0.22857142857142856,0.2,4
20160708LGLT0,20160708,LT,LG,B,W,27,155,35,9,4,0,1,3,2,4,0,5,5,1,17,5,32,7,8,10,2,1,0,1,2,3,1,0,4,5.0,0.3125,0.2571428571428571,0.8125,0.7714285714285715,0.3461764705882353,0.32756756756756755,4.222222222222222,1.2222222222222223,0.125,0.7191011235955056,4
20160709LGLT0,20160709,LT,LG,B,W,33,209,44,15,1,0,4,1,12,7,0,12,11,1,13,5,47,13,13,19,2,0,3,1,9,7,0,1,14,9.0,0.40425531914893614,0.3409090909090909,1.2340425531914894,1.25,0.49125,0.47946428571428573,9.727272727272727,2.4545454545454546,0.23404255319148937,0.5399361022364217,5
20160710LGLT0,20160710,LT,LG,B,L,27,162,37,12,3,0,1,2,6,9,1,6,6,0,16,5,32,0,0,6,1,0,0,0,4,9,0,0,9,6.0,0.1875,0.32432432432432434,0.53125,0.972972972972973,0.23555555555555557,0.3993023255813954,4.444444444444445,2.0,0.03125,0.0,6
20160712LTSS0,20160712,LT,SS,T,L,24,166,27,5,0,0,1,2,9,5,1,8,4,0,10,1,36,3,4,11,1,0,0,0,3,7,0,2,9,4.5,0.3055555555555556,0.18518518518518517,0.7222222222222222,0.8148148148148148,0.31384615384615383,0.3297222222222222,6.75,1.75,0.027777777777777776,0.2,6
20160713LTSS0,20160713,LT,SS,T,W,27,177,39,14,3,1,2,0,7,5,0,12,12,1,13,7,46,10,13,20,6,0,3,2,3,7,0,0,10,12.0,0.43478260869565216,0.358974358974359,1.2608695652173914,1.1794871794871795,0.5261224489795918,0.4691304347826087,7.111111111111111,2.3333333333333335,0.32608695652173914,0.5399361022364217,7
20160714LTSS0,20160714,LT,SS,T,W,33,181,40,11,0,0,1,0,8,9,2,2,2,1,20,1,38,3,4,6,0,1,2,2,7,11,0,0,8,1.6363636363636365,0.15789473684210525,0.275,0.7105263157894737,0.825,0.296,0.3441666666666667,4.7272727272727275,1.7272727272727273,0.21052631578947367,0.8,5
20160719HTLT0,20160719,LT,HT,B,L,27,182,34,11,4,0,1,2,4,8,2,6,6,0,13,4,37,1,1,9,0,0,1,1,2,10,0,1,11,6.0,0.24324324324324326,0.3235294117647059,0.6216216216216216,0.9705882352941176,0.2717948717948718,0.40210526315789474,4.0,1.6666666666666667,0.08108108108108109,0.02702702702702703,5
20160720HTLT0,20160720,LT,HT,B,W,27,171,35,10,3,0,2,1,7,5,1,6,6,1,18,5,33,8,9,10,5,1,0,3,5,5,1,0,5,6.0,0.30303030303030304,0.2857142857142857,0.9696969696969697,1.0285714285714285,0.3942105263157895,0.41166666666666674,7.111111111111111,1.8888888888888888,0.21212121212121213,0.6923076923076923,7
20160721HTLT0,20160721,LT,HT,B,W,27,169,34,7,1,0,1,0,1,11,0,1,1,1,20,1,35,10,10,11,4,0,0,2,7,9,0,0,8,1.0,0.3142857142857143,0.20588235294117646,0.9428571428571428,0.5588235294117647,0.3842857142857143,0.24314285714285713,2.3333333333333335,0.8888888888888888,0.11428571428571428,0.9900990099009901,8
20160722HHLT0,20160722,LT,HH,B,W,27,142,30,5,2,0,1,1,4,5,1,2,1,1,21,0,33,9,10,10,1,0,1,3,9,7,0,1,9,1.0,0.30303030303030304,0.16666666666666666,1.0,0.6333333333333333,0.3976190476190476,0.27,4.666666666666667,1.0,0.12121212121212122,0.9615384615384616,6
20160723HHLT0,20160723,LT,HH,B,W,30,163,41,15,3,0,1,0,3,3,2,6,6,1,15,4,39,7,7,13,2,0,1,4,6,7,0,0,12,5.3999999999999995,0.3333333333333333,0.36585365853658536,0.9487179487179487,0.9512195121951219,0.3928888888888889,0.4038636363636364,4.6,1.8,0.1282051282051282,0.5764705882352941,7
20160724HHLT0,20160724,LT,HH,B,L,27,170,38,14,1,0,1,0,6,3,2,8,8,0,11,6,29,1,1,5,1,0,0,0,1,8,3,1,2,8.0,0.1724137931034483,0.3684210526315789,0.41379310344827586,1.0,0.184,0.41340909090909095,5.777777777777778,2.2222222222222223,0.034482758620689655,0.015384615384615385,5
20160726LTLG0,20160726,LT,LG,T,W,27,177,40,15,3,1,1,2,7,6,1,10,9,1,13,7,44,12,12,17,4,0,3,1,8,6,0,1,12,9.0,0.38636363636363635,0.375,1.25,1.125,0.49615384615384617,0.45234042553191495,5.444444444444445,2.4444444444444446,0.29545454545454547,0.5901639344262295,5
20160727LTLG0,20160727,LT,LG,T,L,24,135,31,8,0,0,1,0,4,10,1,7,3,0,19,3,29,1,1,3,0,1,0,0,3,11,2,2,4,3.375,0.10344827586206896,0.25806451612903225,0.3793103448275862,0.7419354838709677,0.1709375,0.31685714285714284,3.625,1.5,0.06896551724137931,0.02,3
20160728LTLG0,20160728,LT,LG,T,L,24,150,34,12,3,1,0,2,5,5,1,5,4,0,14,4,34,2,2,6,1,0,1,1,5,13,0,2,10,4.5,0.17647058823529413,0.35294117647058826,0.6176470588235294,1.0,0.26615384615384613,0.41025641025641024,3.625,2.125,0.11764705882352941,0.13793103448275862,3
20160729LTKT0,20160729,LT,KT,T,L,26,201,38,16,1,0,1,2,9,6,0,12,12,0,6,7,37,10,11,13,1,0,1,4,5,5,2,0,5,12.461538461538463,0.35135135135135137,0.42105263157894735,0.9459459459459459,1.1842105263157894,0.3954761904761905,0.468936170212766,6.230769230769231,2.884615384615385,0.10810810810810811,0.45660377358490567,5
20160730LTKT0,20160730,LT,KT,T,L,24,124,28,5,0,0,2,2,5,6,1,4,2,0,19,2,34,3,3,11,0,0,1,0,8,7,0,1,13,2.25,0.3235294117647059,0.17857142857142858,0.9705882352941176,0.75,0.3933333333333333,0.31272727272727274,6.625,1.25,0.08823529411764706,0.36,5
20160731LTKT0,20160731,LT,KT,T,L,24,128,30,8,1,0,1,0,2,5,0,3,2,0,18,0,28,2,2,4,1,0,0,0,4,6,0,1,3,2.25,0.14285714285714285,0.26666666666666666,0.4642857142857143,0.7333333333333333,0.20937499999999998,0.3153125,4.125,1.25,0.03571428571428571,0.3076923076923077,5
20160803WOLT0,20160803,LT,WO,B,W,27,160,38,14,3,0,1,1,6,6,2,5,5,1,18,3,34,5,6,9,1,0,1,0,7,4,0,2,10,5.0,0.2647058823529412,0.3684210526315789,0.8529411764705882,1.0526315789473684,0.3519512195121951,0.43068181818181817,5.111111111111111,2.2222222222222223,0.11764705882352941,0.5901639344262295,5
20160804WOLT0,20160804,LT,WO,B,L,27,165,36,10,3,0,2,1,7,14,0,5,5,0,18,1,33,4,4,8,3,0,2,1,2,8,0,0,5,5.0,0.24242424242424243,0.2777777777777778,0.8181818181818182,1.0,0.34457142857142853,0.40209302325581403,5.111111111111111,1.8888888888888888,0.2727272727272727,0.3902439024390244,6
20160805OBLT0,20160805,LT,OB,B,W,27,127,31,7,1,0,0,1,1,4,3,2,2,1,20,1,27,5,5,6,2,0,1,3,7,7,2,0,7,2.0,0.2222222222222222,0.22580645161290322,0.8888888888888888,0.5161290322580645,0.3570588235294117,0.22812499999999997,2.4444444444444446,0.8888888888888888,0.18518518518518517,0.8620689655172413,5
20160806OBLT0,20160806,LT,OB,B,W,27,114,29,4,1,1,0,1,5,2,1,1,1,1,18,1,35,10,11,13,3,0,2,2,6,8,0,0,7,1.0,0.37142857142857144,0.13793103448275862,1.1714285714285715,0.5517241379310345,0.47,0.23882352941176474,4.222222222222222,1.0,0.2571428571428571,0.9918032786885246,5
20160807OBLT0,20160807,LT,OB,B,L,27,193,42,17,4,0,3,1,5,8,2,12,11,0,8,5,39,7,7,12,4,0,2,1,3,10,0,0,8,11.0,0.3076923076923077,0.40476190476190477,0.9487179487179487,1.2380952380952381,0.3973809523809524,0.5048936170212766,7.222222222222222,2.4444444444444446,0.2564102564102564,0.2538860103626943,6
20160809LTNC0,20160809,LT,NC,T,L,24,159,36,12,3,0,3,0,8,6,0,13,13,0,13,6,32,0,0,6,1,0,0,0,4,7,1,1,9,14.625,0.1875,0.3333333333333333,0.53125,1.2222222222222223,0.23555555555555557,0.47659090909090907,9.375,2.5,0.03125,0.0,6
20160810LTNC0,20160810,LT,NC,T,L,27,188,36,10,3,0,3,1,3,10,1,7,6,0,15,3,42,5,5,13,1,0,0,3,6,6,1,2,14,6.0,0.30952380952380953,0.2777777777777778,0.7857142857142857,0.9722222222222222,0.33520833333333333,0.4035897435897436,6.111111111111111,1.4444444444444444,0.023809523809523808,0.33783783783783783,6
20160811HHLT0,20160811,LT,HH,B,L,27,145,34,10,1,0,1,0,2,6,2,3,3,0,19,2,33,2,2,7,1,0,0,1,4,9,0,1,8,3.0,0.21212121212121213,0.29411764705882354,0.5757575757575758,0.7647058823529411,0.2532432432432432,0.3297222222222222,3.7777777777777777,1.3333333333333333,0.030303030303030304,0.3076923076923077,6
20160812HHLT0,20160812,LT,HH,B,W,27,127,32,7,0,1,1,0,2,9,2,3,3,1,18,3,31,4,4,6,1,0,0,3,7,10,0,0,10,3.0,0.1935483870967742,0.21875,0.6451612903225806,0.65625,0.27763157894736845,0.28088235294117647,3.111111111111111,1.0,0.03225806451612903,0.64,6
20160813LTSK0,20160813,LT,SK,T,L,24,112,28,7,2,0,2,0,4,5,1,4,4,0,21,4,34,3,3,7,1,0,2,1,5,8,0,1,9,4.5,0.20588235294117646,0.25,0.7647058823529411,0.9285714285714286,0.32,0.3803125,6.5,1.375,0.20588235294117646,0.36,5
20160814LTSK0,20160814,LT,SK,T,L,24,140,31,9,3,0,0,1,4,8,0,6,6,0,14,5,30,5,5,7,2,0,0,2,11,7,2,0,10,6.75,0.23333333333333334,0.2903225806451613,0.9,0.8064516129032258,0.35560975609756096,0.3402857142857143,2.5,1.625,0.06666666666666667,0.4098360655737705,5
20160816LTWO0,20160816,LT,WO,T,L,24,168,33,10,2,1,1,3,7,10,1,8,6,0,15,2,31,0,1,3,1,0,0,0,4,6,0,2,7,6.75,0.0967741935483871,0.30303030303030304,0.3548387096774194,1.0303030303030303,0.166,0.41075000000000006,4.75,2.125,0.03225806451612903,0.015384615384615385,5
20160817LTWO0,20160817,LT,WO,T,L,24,143,35,13,4,0,2,0,3,4,0,7,7,0,13,6,31,0,0,5,0,0,0,0,3,10,1,0,7,7.875,0.16129032258064516,0.37142857142857144,0.41935483870967744,1.1142857142857143,0.19176470588235292,0.46263157894736845,6.375,2.0,0.0,0.0,5
20160818HTLT0,20160818,LT,HT,B,W,30,157,40,11,0,0,1,0,0,7,2,3,3,1,18,3,33,3,4,9,3,0,1,4,10,11,3,2,12,2.6999999999999997,0.2727272727272727,0.275,1.0303030303030303,0.625,0.40139534883720934,0.275,2.9,1.1,0.18181818181818182,0.64,4
20160819HTLT0,20160819,LT,HT,B,L,27,170,40,14,0,0,4,1,4,8,2,10,8,0,18,2,42,8,9,17,2,0,1,3,2,5,0,2,10,8.0,0.40476190476190477,0.35,0.9761904761904762,1.1,0.42,0.455909090909091,8.333333333333332,2.0,0.11904761904761904,0.44751381215469616,5
20160820SKLT0,20160820,LT,SK,B,L,30,175,36,8,2,0,0,1,8,9,1,3,2,0,19,2,34,2,2,9,1,0,1,3,10,5,2,1,11,1.8,0.2647058823529412,0.2222222222222222,0.9411764705882353,0.7222222222222222,0.375,0.3045454545454545,3.6,1.6,0.11764705882352941,0.3076923076923077,4
20160821SKLT0,20160821,LT,SK,B,W,27,119,34,9,2,0,0,1,4,8,0,3,3,1,24,3,27,3,4,5,1,0,0,1,11,3,1,0,10,3.0,0.18518518518518517,0.2647058823529412,0.8148148148148148,0.7058823529411765,0.3268421052631579,0.303421052631579,2.5555555555555554,1.4444444444444444,0.037037037037037035,0.64,4
20160823KTLT0,20160823,LT,KT,B,W,27,164,35,13,3,0,0,0,6,5,2,4,4,1,15,3,34,8,8,10,5,0,1,0,8,10,0,0,11,4.0,0.29411764705882354,0.37142857142857144,1.0588235294117647,1.0,0.4173809523809524,0.4109756097560975,3.888888888888889,2.111111111111111,0.23529411764705882,0.8,4
20160824KTLT0,20160824,LT,KT,B,L,27,135,37,13,4,0,0,2,1,4,3,5,4,0,19,4,31,0,2,5,1,0,0,1,7,12,1,1,9,4.0,0.16129032258064516,0.35135135135135137,0.5806451612903226,0.8378378378378378,0.2542105263157895,0.3626315789473684,2.4444444444444446,1.5555555555555556,0.03225806451612903,0.13793103448275862,4
20160826LTOB0,20160826,LT,OB,T,L,24,150,36,15,2,0,1,0,6,4,3,11,11,0,9,9,39,4,4,15,2,0,1,1,5,4,2,1,13,12.375,0.38461538461538464,0.4166666666666667,1.0256410256410255,1.1388888888888888,0.4265909090909091,0.4633333333333334,5.875,2.625,0.1282051282051282,0.11678832116788321,3
20160827LTSS0,20160827,LT,SS,T,L,24,150,43,20,3,2,3,0,1,4,0,13,13,0,12,8,31,0,0,6,2,0,0,0,2,5,1,0,6,14.625,0.1935483870967742,0.46511627906976744,0.5161290322580645,1.3255813953488371,0.22666666666666666,0.5618181818181819,7.25,2.625,0.06451612903225806,0.0,2
20160830LGLT0,20160830,LT,LG,B,W,27,148,37,9,1,0,1,0,4,9,1,4,4,1,21,1,35,7,8,14,1,0,1,2,8,9,1,1,11,4.0,0.4,0.24324324324324326,1.1428571428571428,0.7027027027027027,0.4551162790697674,0.30146341463414633,3.7777777777777777,1.4444444444444444,0.11428571428571428,0.8,4
20160831LGLT0,20160831,LT,LG,B,W,27,138,34,8,0,0,1,0,4,4,0,1,1,1,18,1,33,9,9,10,1,0,1,4,8,6,0,0,9,1.0,0.30303030303030304,0.23529411764705882,0.9696969696969697,0.6764705882352942,0.3904878048780488,0.2918421052631579,4.888888888888889,1.3333333333333333,0.12121212121212122,0.9878048780487805,3
20160901NCLT0,20160901,LT,NC,B,L,27,173,31,9,2,0,0,1,9,6,3,4,4,0,15,2,31,2,2,8,1,0,0,0,5,8,0,0,10,4.0,0.25806451612903225,0.2903225806451613,0.7096774193548387,0.9354838709677419,0.30416666666666664,0.3745,4.666666666666667,2.0,0.03225806451612903,0.2,3
20160903LTHT0,20160903,LT,HT,T,W,27,114,32,8,1,0,1,0,1,5,2,1,1,1,20,1,34,2,2,8,0,0,1,1,2,13,0,0,8,1.0,0.23529411764705882,0.25,0.6176470588235294,0.65625,0.26972222222222225,0.2848484848484848,3.6666666666666665,1.0,0.08823529411764706,0.8,4
20160904LTHT0,20160904,LT,HT,T,L,24,140,31,8,1,1,2,1,2,4,1,4,4,0,16,4,31,3,3,4,0,0,1,3,3,6,0,0,4,4.5,0.12903225806451613,0.25806451612903225,0.45161290322580644,0.8709677419354839,0.2011764705882353,0.3645454545454545,6.0,1.25,0.0967741935483871,0.36,3
20160906OBLT0,20160906,LT,OB,B,W,30,166,40,12,2,0,1,1,3,11,3,7,4,1,16,2,33,9,9,10,1,0,2,1,11,8,1,1,9,3.6,0.30303030303030304,0.3,1.1515151515151516,0.8,0.4384090909090909,0.34232558139534885,3.0,1.5,0.21212121212121213,0.6230769230769231,3
20160907OBLT0,20160907,LT,OB,B,L,27,169,38,14,7,1,1,0,6,6,0,10,10,0,15,6,30,5,5,6,0,0,2,0,8,10,1,0,7,10.0,0.2,0.3684210526315789,0.8666666666666667,1.2105263157894737,0.3494736842105263,0.48181818181818187,5.111111111111111,2.2222222222222223,0.2,0.2,4
20160908SSLT0,20160908,LT,SS,B,W,27,146,33,7,0,0,1,2,4,4,0,4,4,1,21,1,35,5,5,13,2,0,1,3,6,7,1,1,10,4.0,0.37142857142857144,0.21212121212121213,1.0571428571428572,0.6363636363636364,0.43121951219512195,0.27567567567567564,4.888888888888889,1.2222222222222223,0.14285714285714285,0.6097560975609756,4
20160909SSLT0,20160909,LT,SS,B,L,27,192,37,9,3,1,0,1,9,6,0,7,6,0,13,3,35,5,5,9,3,0,0,0,3,5,0,1,7,6.0,0.2571428571428571,0.24324324324324326,0.6857142857142857,0.8648648648648649,0.29526315789473684,0.3497826086956522,4.666666666666667,2.0,0.08571428571428572,0.33783783783783783,4
20160910LTLG0,20160910,LT,LG,T,L,24,166,33,11,2,1,0,0,5,7,2,9,6,0,10,4,31,6,6,8,2,0,0,1,7,4,1,1,6,6.75,0.25806451612903225,0.3333333333333333,0.8064516129032258,0.9393939393939394,0.3344736842105263,0.38763157894736844,3.125,2.0,0.06451612903225806,0.3076923076923077,4
20160911LTLG0,20160911,LT,LG,T,L,24,181,40,17,7,0,0,2,8,7,0,12,12,0,9,7,32,8,8,10,1,0,2,0,3,7,2,0,2,13.5,0.3125,0.425,0.9375,1.225,0.3934285714285714,0.48562500000000003,4.25,3.125,0.21875,0.3076923076923077,4
20160913LTKT0,20160913,LT,KT,T,W,27,136,36,9,0,0,1,2,3,10,0,2,2,1,21,2,40,9,9,15,4,1,0,1,4,8,0,0,9,2.0,0.375,0.25,1.0,0.6666666666666666,0.41727272727272735,0.28948717948717945,3.2222222222222223,1.3333333333333333,0.15,0.9529411764705882,5
20160914LTKT0,20160914,LT,KT,T,W,27,170,40,15,2,1,1,1,3,4,1,7,7,1,16,6,38,8,8,14,1,0,2,0,6,7,2,0,10,7.0,0.3684210526315789,0.375,1.0789473684210527,1.0,0.44090909090909086,0.4213953488372094,4.555555555555555,2.0,0.18421052631578946,0.5663716814159292,5
20160915LTHH0,20160915,LT,HH,T,L,24,169,32,10,5,0,0,0,7,4,0,7,7,0,8,6,36,6,6,14,0,0,0,0,8,4,3,0,12,7.875,0.3888888888888889,0.3125,1.0,1.0,0.40863636363636363,0.40076923076923077,4.625,2.125,0.0,0.4235294117647059,5
20160916LTHH0,20160916,LT,HH,T,W,27,165,34,11,2,0,0,0,7,8,0,6,4,1,10,2,40,8,8,17,1,0,2,1,2,2,1,0,9,4.0,0.425,0.3235294117647059,1.075,0.9117647058823529,0.4597619047619047,0.3751219512195122,3.5555555555555554,2.0,0.175,0.64,4
20160918WOLT0,20160918,LT,WO,B,W,27,160,37,12,2,0,2,0,6,10,1,6,6,1,18,3,41,11,13,18,3,0,3,0,4,3,1,0,8,6.0,0.43902439024390244,0.32432432432432434,1.2682926829268293,1.027027027027027,0.5233333333333333,0.4186046511627907,5.666666666666666,2.0,0.2926829268292683,0.824390243902439,4
20160919WOLT0,20160919,LT,WO,B,L,27,213,39,13,1,0,1,1,10,5,1,11,6,0,11,2,29,1,1,5,0,0,0,0,6,5,1,3,8,6.0,0.1724137931034483,0.3333333333333333,0.5517241379310345,1.0256410256410255,0.2454285714285714,0.40938775510204084,6.666666666666666,2.5555555555555554,0.0,0.00819672131147541,4
20160921LTSS0,20160921,LT,SS,T,W,27,159,35,11,1,3,1,0,5,6,1,9,8,1,15,1,38,9,10,14,2,0,3,0,4,4,1,0,6,8.0,0.3684210526315789,0.3142857142857143,1.131578947368421,1.0571428571428572,0.4669047619047619,0.4255,4.777777777777778,1.7777777777777777,0.2894736842105263,0.5524861878453039,5
20160924LTNC0,20160924,LT,NC,T,L,24,150,27,6,0,0,0,1,7,5,1,3,3,0,15,3,34,1,1,8,1,0,1,0,3,6,1,0,9,3.375,0.23529411764705882,0.2222222222222222,0.6764705882352942,0.7037037037037037,0.2913513513513513,0.29911764705882354,4.375,1.625,0.11764705882352941,0.1,5
20160925LTNC0,20160925,LT,NC,T,L,24,99,25,3,1,1,0,0,3,4,2,1,1,0,21,1,33,0,0,6,1,0,0,0,6,14,0,0,12,1.125,0.18181818181818182,0.12,0.5757575757575758,0.48,0.2528205128205128,0.20892857142857144,3.125,0.75,0.030303030303030304,0.0,5
20160927KTLT0,20160927,LT,KT,B,W,27,161,35,12,3,1,0,0,5,4,1,7,7,1,6,4,34,8,9,10,3,0,0,0,10,6,2,0,11,7.0,0.29411764705882354,0.34285714285714286,0.9705882352941176,0.9714285714285714,0.38499999999999995,0.4,3.7777777777777777,1.8888888888888888,0.08823529411764706,0.6230769230769231,5
20160929KTLT0,20160929,LT,KT,B,W,27,188,34,13,3,0,2,0,3,9,2,7,6,1,15,4,39,8,9,16,3,2,0,1,3,12,0,1,9,6.0,0.41025641025641024,0.38235294117647056,1.0769230769230769,1.1176470588235294,0.4502380952380953,0.46486486486486484,4.888888888888889,1.7777777777777777,0.1794871794871795,0.6230769230769231,4
20160930KTLT0,20160930,LT,KT,B,W,27,151,36,10,4,0,2,0,0,8,1,4,4,1,15,3,33,5,5,13,4,0,0,0,4,9,2,0,9,4.0,0.3939393939393939,0.2777777777777778,1.0303030303030303,0.8333333333333334,0.4283783783783784,0.3566666666666667,4.111111111111111,1.1111111111111112,0.12121212121212122,0.6097560975609756,5
20161001NCLT0,20161001,LT,NC,B,L,27,170,37,12,2,0,1,1,8,3,2,8,5,0,20,4,31,0,0,4,0,0,0,0,1,12,0,2,5,5.0,0.12903225806451613,0.32432432432432434,0.2903225806451613,1.0,0.1328125,0.4037777777777778,6.444444444444445,2.2222222222222223,0.0,0.0,5
20161002NCLT0,20161002,LT,NC,B,L,27,150,40,17,5,0,1,1,5,3,1,11,11,0,16,6,33,6,6,6,0,0,4,0,5,6,0,0,6,11.0,0.18181818181818182,0.425,0.8787878787878788,1.175,0.35868421052631577,0.48200000000000004,5.444444444444445,2.4444444444444446,0.36363636363636365,0.22929936305732485,5
20161004LTOB0,20161004,LT,OB,T,L,28,162,38,11,4,0,1,0,4,9,1,6,6,0,17,3,43,5,5,15,2,0,0,4,5,12,1,0,14,5.785714285714285,0.3488372093023256,0.2894736842105263,0.8604651162790697,0.868421052631579,0.3658333333333333,0.3638095238095238,3.75,1.607142857142857,0.046511627906976744,0.4098360655737705,4
20161006LGLT0,20161006,LT,LG,B,L,27,184,31,7,0,0,0,1,9,6,1,4,4,0,14,3,31,1,1,7,1,0,0,0,5,9,2,0,8,4.0,0.22580645161290322,0.22580645161290322,0.6451612903225806,0.7419354838709677,0.2794444444444444,0.311,4.666666666666667,1.7777777777777777,0.03225806451612903,0.058823529411764705,5
20161007WOLT0,20161007,LT,WO,B,W,27,142,32,8,1,0,0,2,5,10,0,4,4,1,18,2,34,5,5,11,2,0,1,0,3,10,0,0,8,4.0,0.3235294117647059,0.25,0.8823529411764706,0.6875,0.3737837837837838,0.2959459459459459,2.4444444444444446,1.4444444444444444,0.14705882352941177,0.6097560975609756,4
20161009WOLT0,20161009,LT,WO,B,W,27,145,33,10,0,0,0,0,3,6,1,5,5,1,15,3,36,8,8,11,2,0,2,1,2,4,2,0,6,5.0,0.3055555555555556,0.30303030303030304,0.8888888888888888,0.696969696969697,0.3776315789473685,0.3047222222222222,2.6666666666666665,1.4444444444444444,0.2222222222222222,0.7191011235955056,4
20170331LTNC0,20170331,LT,NC,T,L,24,160,32,11,5,0,1,2,6,9,0,6,5,0,16,3,33,3,5,7,2,0,1,0,1,8,0,2,2,5.625,0.21212121212121213,0.34375,0.6060606060606061,1.125,0.2614705882352941,0.44842105263157894,4.625,2.125,0.15151515151515152,0.4098360655737705,6
20170401LTNC0,20170401,LT,NC,T,W,27,174,35,7,0,0,0,0,3,9,0,0,0,1,15,0,32,3,3,6,2,0,0,0,5,11,0,1,8,0.0,0.1875,0.2,0.59375,0.4857142857142857,0.25810810810810814,0.21842105263157896,2.0,1.1111111111111112,0.0625,1.0,5
20170402LTNC0,20170402,LT,NC,T,W,27,149,31,4,0,1,0,2,5,10,1,4,4,1,11,2,37,12,12,13,2,0,5,1,7,10,1,1,6,4.0,0.35135135135135137,0.12903225806451613,1.3513513513513513,0.4838709677419355,0.5275,0.21499999999999997,2.4444444444444446,1.0,0.4594594594594595,0.9,4
20170404WOLT0,20170404,LT,WO,B,W,27,130,33,9,0,0,1,0,3,5,1,2,2,1,20,1,31,5,5,9,1,0,2,1,0,7,1,0,2,2.0,0.2903225806451613,0.2727272727272727,0.8064516129032258,0.7272727272727273,0.3487096774193548,0.31361111111111106,4.333333333333333,1.3333333333333333,0.22580645161290322,0.8620689655172413,4
20170406WOLT0,20170406,LT,WO,B,W,27,114,34,8,1,0,2,0,0,5,0,3,3,1,21,1,37,12,12,17,3,1,2,0,1,7,0,0,5,3.0,0.4594594594594595,0.23529411764705882,1.2432432432432432,0.6764705882352942,0.5292105263157895,0.291764705882353,4.777777777777778,0.8888888888888888,0.2972972972972973,0.9411764705882353,4
20170407LGLT0,20170407,LT,LG,B,L,27,159,35,10,3,0,0,0,2,8,1,6,6,0,18,1,31,4,4,5,1,0,1,0,5,12,1,0,6,6.0,0.16129032258064516,0.2857142857142857,0.6129032258064516,0.7142857142857143,0.2636111111111111,0.30864864864864866,1.8888888888888888,1.3333333333333333,0.12903225806451613,0.3076923076923077,4
20170408LGLT0,20170408,LT,LG,B,W,27,162,39,14,3,1,1,1,4,7,1,6,6,1,15,1,36,8,8,15,2,0,4,0,4,4,1,0,6,6.0,0.4166666666666667,0.358974358974359,1.3333333333333333,1.0256410256410255,0.5427500000000001,0.4255813953488372,4.222222222222222,2.0,0.3888888888888889,0.64,5
