G_ID,GDAY_DS,T_ID,VS_T_ID,TB_SC,P_ID,START_CK,RELIEF_CK,INN2,BF,PA,AB,HIT,HR,KK,BB,R,ER,
20200522WOLT0,20200522,LT,WO,B,60559,0,1,3,8,4,4,1,1,1,0,1,1,
20200522WOLT0,20200522,LT,WO,B,62528,0,1,3,10,3,3,0,0,0,0,0,0,
20200522WOLT0,20200522,WO,LT,T,62937,0,1,3,22,6,4,2,0,0,2,0,0,
20200522WOLT0,20200522,LT,WO,B,63512,0,1,3,20,4,3,0,0,3,1,0,0,
20200522WOLT0,20200522,LT,WO,B,63543,0,1,3,15,3,3,0,0,3,0,0,0,
20200522WOLT0,20200522,WO,LT,T,67313,1,0,15,94,24,21,8,0,5,2,4,4,
20200522WOLT0,20200522,WO,LT,T,67391,0,1,0,13,4,3,3,0,0,1,4,3,
20200522WOLT0,20200522,WO,LT,T,67828,0,1,3,18,5,4,1,0,0,1,0,0,
20200522WOLT0,20200522,LT,WO,B,73211,1,0,12,79,19,14,7,0,3,3,4,4,
20200522WOLT0,20200522,WO,LT,T,76430,0,1,3,25,5,4,2,0,1,1,1,1,
20200522WOLT0,20200522,LT,WO,B,79293,0,1,3,8,2,2,0,0,0,0,0,0,
20200522WOLT0,20200522,LT,WO,B,79545,0,1,0,19,4,0,0,0,0,4,2,2,
20200523HHNC0,20200523,HH,NC,T,60140,0,1,1,3,1,1,0,0,0,0,0,0,
20200523HHNC0,20200523,HH,NC,T,63765,0,1,1,17,3,3,3,0,0,0,1,1,
20200523HHNC0,20200523,HH,NC,T,65764,1,0,17,103,27,23,7,0,6,4,2,2,
20200523HHNC0,20200523,HH,NC,T,65769,0,1,4,18,4,4,1,0,2,0,0,0,
20200523HHNC0,20200523,HH,NC,T,68703,0,1,1,3,1,1,0,0,1,0,0,0,
20200523HHNC0,20200523,NC,HH,B,69940,1,0,24,109,27,26,6,0,9,1,0,0,
20200523HHNC0,20200523,NC,HH,B,76118,0,1,3,13,4,4,2,0,0,0,0,0,
20200523HTSK0,20200523,HT,SK,T,50636,1,0,20,107,27,23,7,1,6,4,3,3,
20200523HTSK0,20200523,HT,SK,T,61643,0,1,3,12,3,3,0,0,2,0,0,0,
20200523HTSK0,20200523,SK,HT,B,62056,0,1,3,23,6,5,3,0,2,0,2,2,
20200523HTSK0,20200523,HT,SK,T,63638,0,1,4,27,5,5,1,0,0,0,0,0,
20200523HTSK0,20200523,SK,HT,B,64768,0,1,0,16,4,2,2,0,0,2,2,2,
20200523HTSK0,20200523,HT,SK,T,65696,0,1,0,5,1,1,2,0,0,0,0,0,
20200523HTSK0,20200523,SK,HT,B,75138,0,1,3,18,4,3,0,0,2,1,0,0,
20200523HTSK0,20200523,SK,HT,B,76858,0,1,3,11,3,2,0,0,1,0,0,0,
20200523HTSK0,20200523,SK,HT,B,79847,1,0,18,87,25,22,6,1,4,3,4,4,
20200523KTLG0,20200523,LG,KT,B,50157,0,1,3,13,3,3,0,0,2,0,0,0,
20200523KTLG0,20200523,KT,LG,T,65048,0,1,1,19,4,4,3,0,0,0,1,1,
20200523KTLG0,20200523,KT,LG,T,65060,0,1,3,15,4,4,1,0,0,0,0,0,
20200523KTLG0,20200523,KT,LG,T,65062,0,1,3,27,5,4,1,0,1,1,0,0,
20200523KTLG0,20200523,KT,LG,T,68043,1,0,17,98,24,17,2,0,2,7,1,1,
20200523KTLG0,20200523,LG,KT,B,73801,0,1,9,45,11,11,3,1,1,0,2,2,
20200523KTLG0,20200523,LG,KT,B,76455,1,0,15,97,24,22,8,1,2,1,4,4,
20200523KTLG0,20200523,KT,LG,T,78517,0,1,3,12,3,3,0,0,0,0,0,0,
20200523OBSS0,20200523,SS,OB,B,50441,0,1,4,50,16,11,10,1,3,4,8,8,
20200523OBSS0,20200523,SS,OB,B,61365,1,0,12,64,18,16,6,2,4,2,2,2,
20200523OBSS0,20200523,OB,SS,T,63248,0,1,3,19,5,5,3,0,1,0,0,0,
20200523OBSS0,20200523,SS,OB,B,65496,0,1,3,13,3,3,0,0,1,0,0,0,
20200523OBSS0,20200523,OB,SS,T,67263,0,1,2,24,4,4,2,2,0,0,2,2,
20200523OBSS0,20200523,OB,SS,T,69045,1,0,18,101,27,24,9,2,3,2,4,3,
20200523OBSS0,20200523,OB,SS,T,76329,0,1,4,24,5,4,0,0,1,1,0,0,
20200523OBSS0,20200523,SS,OB,B,99445,0,1,8,26,8,7,0,0,1,0,0,0,
20200523WOLT0,20200523,LT,WO,B,60559,0,1,2,19,5,4,3,0,0,1,1,1,
20200523WOLT0,20200523,WO,LT,T,62360,0,1,3,10,3,3,0,0,0,0,0,0,
20200523WOLT0,20200523,WO,LT,T,62937,0,1,3,21,6,6,2,0,1,0,1,0,
20200523WOLT0,20200523,LT,WO,B,64565,1,0,3,25,5,5,3,0,2,0,1,1,
20200523WOLT0,20200523,LT,WO,B,64718,0,1,4,28,8,8,5,2,1,0,3,3,
20200523WOLT0,20200523,LT,WO,B,67591,0,1,6,59,13,11,5,2,3,2,5,5,
20200523WOLT0,20200523,WO,LT,T,67828,0,1,3,18,5,2,0,0,1,2,1,1,
20200523WOLT0,20200523,WO,LT,T,69343,1,0,18,102,26,24,10,0,4,2,2,2,
20200523WOLT0,20200523,LT,WO,B,77591,0,1,8,33,9,9,0,0,4,0,0,0,
20200523WOLT0,20200523,LT,WO,B,79293,0,1,1,9,3,3,3,0,0,0,2,2,
20200523WOLT0,20200523,LT,WO,B,79545,0,1,3,12,3,3,0,0,2,0,0,0,
20200524HHNC0,20200524,NC,HH,B,50912,1,0,18,90,22,20,3,1,4,2,4,4,
20200524HHNC0,20200524,NC,HH,B,63950,0,1,3,18,5,4,2,0,0,1,0,0,
20200524HHNC0,20200524,NC,HH,B,63959,0,1,0,7,2,2,2,0,0,0,1,1,
20200524HHNC0,20200524,NC,HH,B,63991,0,1,3,24,4,2,0,0,1,1,0,0,
20200524HHNC0,20200524,NC,HH,B,64995,0,1,1,6,2,1,0,0,0,1,0,0,
20200524HHNC0,20200524,HH,NC,T,65769,0,1,2,17,4,3,1,0,1,1,2,2,
20200524HHNC0,20200524,HH,NC,T,67737,0,1,1,14,4,4,3,0,1,0,1,1,
20200524HHNC0,20200524,HH,NC,T,68703,0,1,0,2,1,0,0,0,0,0,1,0,
20200524HHNC0,20200524,HH,NC,T,73738,0,1,6,24,9,7,4,1,1,0,2,2,
20200524HHNC0,20200524,HH,NC,T,77318,1,0,15,102,26,21,7,0,7,5,4,4,
20200524HHNC0,20200524,NC,HH,B,79358,0,1,2,13,4,4,2,0,1,0,0,0,
20200524HTSK0,20200524,SK,HT,B,50835,1,0,21,102,33,32,14,0,3,1,2,1,
20200524HTSK0,20200524,HT,SK,T,61643,0,1,0,6,1,1,1,0,0,0,0,0,
20200524HTSK0,20200524,SK,HT,B,61895,0,1,3,16,3,3,0,0,0,0,0,0,
20200524HTSK0,20200524,SK,HT,B,62056,0,1,3,14,5,4,1,0,0,1,0,0,
20200524HTSK0,20200524,HT,SK,T,63628,0,1,2,10,4,4,2,0,0,0,1,1,
20200524HTSK0,20200524,SK,HT,B,63894,0,1,3,20,4,3,0,0,1,1,0,0,
20200524HTSK0,20200524,SK,HT,B,64893,0,1,3,12,3,3,0,0,0,0,0,0,
20200524HTSK0,20200524,HT,SK,T,65616,1,0,21,102,26,23,4,0,2,3,3,1,
20200524HTSK0,20200524,HT,SK,T,65643,0,1,6,26,8,8,2,0,1,0,0,0,
20200524HTSK0,20200524,HT,SK,T,66609,0,1,6,20,7,5,0,0,1,1,0,0,
20200524HTSK0,20200524,SK,HT,B,69813,0,1,3,30,5,5,2,0,2,0,1,0,
20200524KTLG0,20200524,LG,KT,B,50157,0,1,2,8,3,1,0,0,0,1,0,0,
20200524KTLG0,20200524,LG,KT,B,61101,1,0,18,95,26,25,7,0,8,1,4,4,
20200524KTLG0,20200524,KT,LG,T,65048,0,1,1,11,4,4,3,1,0,0,3,3,
20200524KTLG0,20200524,LG,KT,B,65117,0,1,1,10,2,1,0,0,1,1,0,0,
20200524KTLG0,20200524,LG,KT,B,66145,0,1,1,13,3,2,1,0,0,0,2,0,
20200524KTLG0,20200524,KT,LG,T,69032,1,0,21,105,31,27,8,0,5,4,4,4,
20200524KTLG0,20200524,LG,KT,B,69159,0,1,4,18,6,6,3,0,0,0,0,0,
20200524KTLG0,20200524,LG,KT,B,76650,0,1,1,11,2,2,1,0,1,0,1,1,
20200524KTLG0,20200524,KT,LG,T,78517,0,1,3,23,5,2,0,0,0,3,2,2,
20200524OBSS0,20200524,SS,OB,B,50404,1,0,21,105,28,27,10,0,5,1,0,0,
20200524OBSS0,20200524,OB,SS,T,62951,0,1,3,10,3,3,0,0,1,0,0,0,
20200524OBSS0,20200524,OB,SS,T,66291,1,0,15,92,26,17,9,0,5,6,6,6,
20200524OBSS0,20200524,OB,SS,T,67263,0,1,3,19,5,5,2,0,1,0,0,0,
20200524OBSS0,20200524,OB,SS,T,67266,0,1,3,14,4,4,1,0,1,0,0,0,
20200524OBSS0,20200524,SS,OB,B,67421,0,1,3,18,4,4,1,0,2,0,0,0,
20200524OBSS0,20200524,OB,SS,T,68200,0,1,0,37,7,5,9,0,0,2,7,7,
20200524OBSS0,20200524,SS,OB,B,68403,0,1,3,11,4,4,1,0,1,0,0,0,
20200524WOLT0,20200524,WO,LT,T,62360,0,1,3,20,5,4,1,0,0,1,0,0,
20200524WOLT0,20200524,LT,WO,B,62528,0,1,3,26,6,4,1,0,1,2,0,0,
20200524WOLT0,20200524,LT,WO,B,63512,0,1,2,17,4,2,0,0,0,2,0,0,
20200524WOLT0,20200524,LT,WO,B,63543,0,1,2,5,1,1,0,0,0,0,0,0,
20200524WOLT0,20200524,WO,LT,T,64051,0,1,2,22,4,4,3,0,0,0,1,1,
20200524WOLT0,20200524,WO,LT,T,65320,1,0,18,70,23,23,6,0,3,0,1,1,
20200524WOLT0,20200524,LT,WO,B,69539,1,0,20,101,23,22,3,0,4,1,0,0,
20200524WOLT0,20200524,WO,LT,T,74359,0,1,1,4,2,2,2,0,0,0,0,0,
20200526HTKT0,20200526,KT,HT,B,50036,0,1,3,14,4,2,1,0,0,1,0,0,
20200526HTKT0,20200526,HT,KT,T,50640,1,0,21,105,25,24,3,0,8,1,0,0,
20200526HTKT0,20200526,KT,HT,B,65048,0,1,3,17,7,7,4,0,1,0,2,2,
20200526HTKT0,20200526,KT,HT,B,65060,0,1,0,5,1,1,1,0,0,0,0,0,
20200526HTKT0,20200526,KT,HT,B,65516,1,0,15,92,22,18,5,0,3,4,1,1,
20200526HTKT0,20200526,HT,KT,T,65643,0,1,3,17,5,4,1,0,3,1,1,0,
20200526HTKT0,20200526,HT,KT,T,66609,0,1,3,12,3,3,0,0,3,0,0,0,
20200526HTKT0,20200526,KT,HT,B,69098,0,1,3,24,6,3,1,0,1,2,1,1,
20200526HTKT0,20200526,KT,HT,B,76757,0,1,3,13,4,4,1,0,0,0,0,0,
20200526LGHH0,20200526,HH,LG,B,60140,0,1,2,12,3,3,2,0,2,0,1,1,
20200526LGHH0,20200526,HH,LG,B,61214,0,1,2,14,3,2,0,0,1,1,0,0,
20200526LGHH0,20200526,LG,HH,T,65117,0,1,3,13,3,3,0,0,0,0,0,0,
20200526LGHH0,20200526,LG,HH,T,68135,1,0,18,81,20,20,2,0,3,0,0,0,
20200526LGHH0,20200526,LG,HH,T,69159,0,1,5,17,4,3,0,0,0,1,0,0,
20200526LGHH0,20200526,HH,LG,B,69745,0,1,11,64,15,15,5,2,4,0,2,2,
20200526LGHH0,20200526,HH,LG,B,69748,1,0,10,60,15,13,2,0,3,2,0,0,
20200526LGHH0,20200526,HH,LG,B,73738,0,1,2,4,2,2,1,0,0,0,0,0,
20200526LGHH0,20200526,LG,HH,T,76650,0,1,1,15,3,2,1,0,0,1,0,0,
20200526SKOB0,20200526,OB,SK,B,50234,1,0,18,95,25,20,4,0,4,5,3,3,
20200526SKOB0,20200526,SK,OB,T,60841,1,0,21,95,24,22,3,0,8,1,2,1,
20200526SKOB0,20200526,SK,OB,T,61895,0,1,2,26,6,2,1,0,0,2,4,0,
20200526SKOB0,20200526,OB,SK,B,62242,0,1,3,8,3,3,0,0,0,0,0,0,
20200526SKOB0,20200526,SK,OB,T,63894,0,1,1,12,2,2,2,0,1,0,0,0,
20200526SKOB0,20200526,OB,SK,B,67266,0,1,2,12,3,3,1,0,2,0,0,0,
20200526SKOB0,20200526,OB,SK,B,72447,0,1,1,5,1,1,0,0,0,0,0,0,
20200526SKOB0,20200526,OB,SK,B,76329,0,1,3,12,5,5,2,0,1,0,1,1,
20200526SSLT0,20200526,LT,SS,B,50558,1,0,19,97,25,21,4,0,7,4,0,0,
20200526SSLT0,20200526,SS,LT,T,60146,0,1,3,17,6,6,3,0,1,0,1,1,
20200526SSLT0,20200526,LT,SS,B,62528,0,1,3,8,3,3,1,0,0,0,0,0,
20200526SSLT0,20200526,LT,SS,B,63512,0,1,2,9,2,2,0,0,2,0,0,0,
20200526SSLT0,20200526,LT,SS,B,63543,0,1,3,8,3,3,0,0,0,0,0,0,
20200526SSLT0,20200526,SS,LT,T,68419,1,0,21,105,27,24,5,0,5,3,0,0,
20200526WONC0,20200526,NC,WO,B,63959,0,1,1,5,1,1,0,0,1,0,0,0,
20200526WONC0,20200526,NC,WO,B,63991,0,1,1,22,5,3,2,0,0,2,1,1,
20200526WONC0,20200526,WO,NC,T,65398,0,1,3,6,3,3,1,0,0,0,0,0,
20200526WONC0,20200526,NC,WO,B,65933,1,0,21,109,28,24,3,0,7,4,1,1,
20200526WONC0,20200526,WO,NC,T,67603,1,0,18,102,26,22,10,0,3,2,4,4,
20200526WONC0,20200526,WO,NC,T,67828,0,1,3,23,6,3,1,1,1,2,3,3,
20200526WONC0,20200526,NC,WO,B,76118,0,1,4,15,4,4,0,0,0,0,0,0,
20200527HTKT0,20200527,KT,HT,B,50040,1,0,24,112,31,27,4,0,7,4,0,0,
20200527HTKT0,20200527,HT,KT,T,61643,0,1,6,39,9,8,3,0,1,0,1,1,
20200527HTKT0,20200527,HT,KT,T,62754,1,0,15,93,20,19,9,0,5,1,3,3,
20200527HTKT0,20200527,KT,HT,B,65062,0,1,3,20,4,4,1,0,1,0,0,0,
20200527HTKT0,20200527,HT,KT,T,66630,0,1,3,14,5,3,1,0,0,1,1,1,
20200527LGHH0,20200527,HH,LG,B,60140,0,1,4,36,9,7,6,0,0,2,4,4,
20200527LGHH0,20200527,HH,LG,B,61214,0,1,3,17,4,4,1,0,1,0,0,0,
20200527LGHH0,20200527,HH,LG,B,63765,0,1,6,45,13,11,6,2,1,2,4,4,
20200527LGHH0,20200527,HH,LG,B,65769,0,1,2,6,3,3,1,1,0,0,1,1,
20200527LGHH0,20200527,HH,LG,B,73738,0,1,3,16,4,4,0,0,1,0,0,0,
20200527LGHH0,20200527,LG,HH,T,78148,1,0,18,78,22,21,5,2,6,1,3,3,
20200527LGHH0,20200527,HH,LG,B,79764,1,0,9,63,17,17,10,2,3,0,6,6,
20200527LGHH0,20200527,LG,HH,T,79825,0,1,9,45,14,13,7,0,3,0,1,1,
20200527SKOB0,20200527,SK,OB,T,62056,0,1,3,14,3,2,0,0,0,1,0,0,
20200527SKOB0,20200527,SK,OB,T,62869,1,0,14,90,23,21,8,0,0,1,4,4,
20200527SKOB0,20200527,OB,SK,B,63248,0,1,6,23,7,6,1,0,1,0,0,0,
20200527SKOB0,20200527,SK,OB,T,64893,0,1,3,14,4,4,0,0,1,0,0,0,
20200527SKOB0,20200527,OB,SK,B,67266,0,1,0,5,2,1,1,0,0,1,1,1,
20200527SKOB0,20200527,SK,OB,T,76858,0,1,4,19,4,4,0,0,2,0,0,0,
20200527SKOB0,20200527,OB,SK,B,79229,1,0,21,110,28,24,6,0,5,4,1,1,
20200527SSLT0,20200527,LT,SS,B,60559,0,1,0,18,4,2,3,0,0,2,3,3,
20200527SSLT0,20200527,LT,SS,B,64021,1,0,13,90,23,16,6,2,3,6,4,4,
20200527SSLT0,20200527,LT,SS,B,64565,0,1,5,21,5,3,0,0,1,1,0,0,
20200527SSLT0,20200527,SS,LT,T,67443,0,1,3,25,5,4,1,0,1,1,0,0,
20200527SSLT0,20200527,LT,SS,B,67591,0,1,6,27,9,6,1,0,1,2,1,1,
20200527SSLT0,20200527,SS,LT,T,69446,1,0,24,101,29,29,4,0,6,0,1,0,
20200527SSLT0,20200527,LT,SS,B,78536,0,1,1,30,6,4,5,0,0,2,3,3,
20200527SSLT0,20200527,LT,SS,B,79545,0,1,2,15,4,3,0,0,0,1,0,0,
20200527WONC0,20200527,NC,WO,B,60263,1,0,19,89,26,24,7,1,6,2,2,2,
20200527WONC0,20200527,NC,WO,B,60339,0,1,2,6,1,1,0,0,0,0,0,0,
20200527WONC0,20200527,NC,WO,B,61295,0,1,1,22,5,5,4,0,0,0,1,1,
20200527WONC0,20200527,WO,NC,T,62363,1,0,13,86,23,18,7,0,2,5,6,5,
20200527WONC0,20200527,WO,NC,T,62937,0,1,3,15,4,4,1,0,0,0,0,0,
20200527WONC0,20200527,NC,WO,B,63950,0,1,3,12,3,3,0,0,2,0,0,0,
20200527WONC0,20200527,NC,WO,B,64995,0,1,1,3,1,1,0,0,1,0,0,0,
20200527WONC0,20200527,WO,NC,T,67391,0,1,4,18,6,6,2,1,0,0,1,1,
20200527WONC0,20200527,WO,NC,T,67828,0,1,3,13,3,3,0,0,2,0,0,0,
20200527WONC0,20200527,WO,NC,T,74359,0,1,1,19,4,4,3,2,1,0,3,3,
20200527WONC0,20200527,NC,WO,B,79358,0,1,1,19,4,2,1,0,0,2,0,0,
20200528HTKT0,20200528,KT,HT,B,50030,1,0,15,90,24,23,10,2,2,1,5,5,
20200528HTKT0,20200528,HT,KT,T,63638,0,1,6,25,7,7,1,0,3,0,0,0,
20200528HTKT0,20200528,KT,HT,B,65060,0,1,4,31,7,3,0,0,1,3,0,0,
20200528HTKT0,20200528,KT,HT,B,65062,0,1,5,14,4,4,0,0,1,0,0,0,
20200528HTKT0,20200528,HT,KT,T,66609,0,1,3,16,4,3,0,0,1,1,0,0,
20200528HTKT0,20200528,HT,KT,T,77637,1,0,15,94,28,26,12,0,2,2,6,6,
20200528HTKT0,20200528,KT,HT,B,78517,0,1,3,16,3,3,0,0,2,0,0,0,
20200528LGHH0,20200528,HH,LG,B,60768,0,1,4,14,4,4,0,0,2,0,0,0,
20200528LGHH0,20200528,HH,LG,B,61156,0,1,3,18,3,3,0,0,0,0,0,0,
20200528LGHH0,20200528,LG,HH,T,65117,0,1,3,12,3,3,1,0,0,0,0,0,
20200528LGHH0,20200528,HH,LG,B,65769,0,1,2,12,3,3,1,0,0,0,0,0,
20200528LGHH0,20200528,LG,HH,T,69103,1,0,18,97,25,22,5,0,10,3,0,0,
20200528LGHH0,20200528,LG,HH,T,69159,0,1,3,11,3,3,0,0,1,0,0,0,
20200528LGHH0,20200528,HH,LG,B,69744,1,0,18,100,28,27,15,0,2,0,3,3,
20200528LGHH0,20200528,LG,HH,T,76650,0,1,3,14,3,3,0,0,2,0,0,0,
20200528SKOB0,20200528,SK,OB,T,61895,0,1,3,14,3,2,0,0,1,1,0,0,
20200528SKOB0,20200528,OB,SK,B,62951,0,1,5,36,8,7,3,0,0,2,1,1,
20200528SKOB0,20200528,SK,OB,T,63894,0,1,5,15,4,3,0,0,1,1,0,0,
20200528SKOB0,20200528,SK,OB,T,64861,1,0,16,73,20,19,5,0,3,1,1,1,
20200528SKOB0,20200528,OB,SK,B,67263,0,1,3,15,4,4,0,0,1,0,0,0,
20200528SKOB0,20200528,SK,OB,T,69813,0,1,3,6,3,3,0,0,0,0,0,0,
20200528SKOB0,20200528,OB,SK,B,72447,0,1,1,12,3,2,1,0,0,1,2,2,
20200528SKOB0,20200528,OB,SK,B,77211,1,0,18,98,26,25,10,1,3,1,3,3,
20200528SSLT0,20200528,SS,LT,T,50449,1,0,15,97,24,19,6,0,1,5,0,0,
20200528SSLT0,20200528,LT,SS,B,50524,1,0,10,59,14,13,6,0,3,1,2,2,
20200528SSLT0,20200528,SS,LT,T,60146,0,1,2,20,5,3,1,0,1,2,1,1,
20200528SSLT0,20200528,LT,SS,B,60559,0,1,3,21,4,4,1,0,1,0,0,0,
20200528SSLT0,20200528,SS,LT,T,62920,0,1,3,8,3,3,0,0,0,0,0,0,
20200528SSLT0,20200528,LT,SS,B,63543,0,1,4,24,5,4,0,0,1,1,0,0,
20200528SSLT0,20200528,SS,LT,T,67421,0,1,3,13,3,3,0,0,1,0,0,0,
20200528SSLT0,20200528,SS,LT,T,73117,0,1,4,25,4,4,0,0,3,0,0,0,
20200528SSLT0,20200528,LT,SS,B,77591,0,1,7,37,11,10,4,0,3,1,1,1,
20200528SSLT0,20200528,LT,SS,B,79293,0,1,3,11,3,3,0,0,1,0,0,0,
20200528WONC0,20200528,WO,NC,T,60264,1,0,8,61,13,13,6,1,3,0,3,3,
20200528WONC0,20200528,WO,NC,T,62360,0,1,4,23,6,6,2,0,1,0,1,1,
20200528WONC0,20200528,WO,NC,T,62937,0,1,1,16,4,4,4,1,0,0,2,2,
20200528WONC0,20200528,NC,WO,B,63959,0,1,4,9,3,3,1,0,0,0,0,0,
20200528WONC0,20200528,NC,WO,B,63991,0,1,2,14,4,4,3,0,0,0,1,1,
20200528WONC0,20200528,WO,NC,T,64051,0,1,2,13,3,2,0,0,1,1,1,1,
20200528WONC0,20200528,NC,WO,B,64995,0,1,3,27,6,4,1,0,1,2,0,0,
20200528WONC0,20200528,WO,NC,T,65398,0,1,6,29,8,8,2,1,1,0,1,1,
20200528WONC0,20200528,NC,WO,B,66920,0,1,10,60,15,14,4,1,1,1,1,1,
20200528WONC0,20200528,NC,WO,B,68900,1,0,6,58,13,13,7,1,2,0,4,4,
20200528WONC0,20200528,WO,NC,T,74359,0,1,2,5,2,2,0,0,0,0,0,0,
20200528WONC0,20200528,NC,WO,B,76118,0,1,2,3,2,2,0,0,0,0,0,0,
20200528WONC0,20200528,WO,NC,T,76430,0,1,1,10,2,2,1,1,0,0,1,1,
20200529HHSK0,20200529,HH,SK,T,61214,0,1,2,6,2,2,0,0,1,0,0,0,
20200529HHSK0,20200529,SK,HH,B,61895,0,1,3,14,3,3,0,0,1,0,0,0,
20200529HHSK0,20200529,SK,HH,B,62056,0,1,1,5,1,1,0,0,1,0,0,0,
20200529HHSK0,20200529,SK,HH,B,63894,0,1,3,23,4,4,3,0,0,0,0,0,
20200529HHSK0,20200529,SK,HH,B,64893,0,1,3,10,3,3,0,0,1,0,0,0,
20200529HHSK0,20200529,HH,SK,T,65764,1,0,11,84,20,18,7,2,2,2,6,6,
20200529HHSK0,20200529,HH,SK,T,67737,0,1,3,14,4,4,1,0,1,0,0,0,
20200529HHSK0,20200529,SK,HH,B,69813,0,1,2,21,6,5,5,0,0,1,2,2,
20200529HHSK0,20200529,HH,SK,T,73738,0,1,3,26,5,4,1,0,2,1,0,0,
20200529HHSK0,20200529,HH,SK,T,73750,0,1,5,37,7,6,2,1,2,0,2,1,
20200529HHSK0,20200529,SK,HH,B,75138,0,1,0,9,2,2,2,1,0,0,2,2,
20200529HHSK0,20200529,SK,HH,B,79847,1,0,15,90,22,19,6,0,3,3,2,2,
20200529KTWO0,20200529,WO,KT,B,63342,0,1,5,19,5,5,0,0,2,0,0,0,
20200529KTWO0,20200529,WO,KT,B,64051,0,1,1,16,4,4,3,0,1,0,0,0,
20200529KTWO0,20200529,KT,WO,T,65048,0,1,2,23,3,3,2,0,0,0,0,0,
20200529KTWO0,20200529,KT,WO,T,68043,1,0,15,97,26,19,2,0,3,7,2,1,
20200529KTWO0,20200529,KT,WO,T,69041,0,1,3,11,4,4,1,0,0,0,0,0,
20200529KTWO0,20200529,WO,KT,B,69343,1,0,21,99,27,26,6,0,9,1,1,0,
20200529KTWO0,20200529,KT,WO,T,76757,0,1,4,21,7,5,3,0,1,1,3,3,
20200529LGHT0,20200529,HT,LG,B,50636,1,0,18,96,21,19,3,1,3,2,2,2,
20200529LGHT0,20200529,HT,LG,B,61643,0,1,3,15,4,4,1,0,2,0,0,0,
20200529LGHT0,20200529,HT,LG,B,63628,0,1,2,28,7,5,4,1,0,2,3,3,
20200529LGHT0,20200529,LG,HT,T,65117,0,1,2,7,2,2,0,0,0,0,0,0,
20200529LGHT0,20200529,LG,HT,T,66145,0,1,1,15,4,2,1,1,0,2,1,1,
20200529LGHT0,20200529,LG,HT,T,69159,0,1,3,9,3,3,0,0,0,0,0,0,
20200529LGHT0,20200529,HT,LG,B,69516,0,1,4,29,5,5,3,0,0,0,1,1,
20200529LGHT0,20200529,LG,HT,T,73801,0,1,3,15,3,3,0,0,0,0,0,0,
20200529LGHT0,20200529,LG,HT,T,76455,1,0,18,97,24,24,7,1,5,0,1,1,
20200529LTOB0,20200529,OB,LT,B,62242,0,1,3,14,3,3,0,0,2,0,0,0,
20200529LTOB0,20200529,OB,LT,B,63248,0,1,3,10,3,3,0,0,0,0,0,0,
20200529LTOB0,20200529,OB,LT,B,69045,1,0,18,107,28,24,10,0,4,4,2,2,
20200529LTOB0,20200529,LT,OB,T,73211,1,0,18,98,25,21,5,0,4,3,3,3,
20200529LTOB0,20200529,OB,LT,B,76329,0,1,3,17,4,4,1,0,1,0,0,0,
20200529LTOB0,20200529,LT,OB,T,79293,0,1,3,13,4,4,1,1,0,0,1,1,
20200529LTOB0,20200529,LT,OB,T,79545,0,1,3,11,3,3,0,0,2,0,0,0,
20200529NCSS0,20200529,SS,NC,B,61365,1,0,15,87,20,20,6,1,0,0,3,3,
20200529NCSS0,20200529,NC,SS,T,63959,0,1,3,8,3,3,0,0,0,0,0,0,
20200529NCSS0,20200529,SS,NC,B,67421,0,1,3,19,4,3,0,0,1,1,0,0,
20200529NCSS0,20200529,SS,NC,B,67443,0,1,3,21,5,4,2,0,1,1,1,1,
20200529NCSS0,20200529,NC,SS,T,69940,1,0,21,110,28,28,6,0,7,0,3,2,
20200529NCSS0,20200529,SS,NC,B,73117,0,1,3,12,3,3,0,0,1,0,0,0,
20200529NCSS0,20200529,NC,SS,T,76118,0,1,2,8,5,4,3,0,0,0,2,2,
20200529NCSS0,20200529,SS,NC,B,99445,0,1,3,16,3,3,0,0,0,0,0,0,
20200530HHSK0,20200530,SK,HH,B,50835,1,0,18,105,25,19,2,1,6,6,3,3,
20200530HHSK0,20200530,HH,SK,T,60768,0,1,4,36,9,6,4,0,0,4,3,3,
20200530HHSK0,20200530,HH,SK,T,61156,0,1,3,32,6,3,1,0,0,3,2,2,
20200530HHSK0,20200530,SK,HH,B,62056,0,1,3,13,3,3,0,0,1,0,0,0,
20200530HHSK0,20200530,SK,HH,B,64893,0,1,2,15,4,2,0,0,0,1,0,0,
20200530HHSK0,20200530,SK,HH,B,65343,0,1,4,13,4,4,0,0,2,0,0,0,
20200530HHSK0,20200530,HH,SK,T,65769,0,1,3,23,5,3,0,0,2,2,0,0,
20200530HHSK0,20200530,HH,SK,T,77318,1,0,14,105,23,19,5,1,8,4,4,3,
20200530KTWO0,20200530,KT,WO,T,50036,0,1,6,28,10,8,4,0,2,1,2,2,
20200530KTWO0,20200530,WO,KT,B,63348,0,1,3,17,4,4,1,0,1,0,0,0,
20200530KTWO0,20200530,KT,WO,T,64029,0,1,3,24,6,6,4,0,1,0,2,2,
20200530KTWO0,20200530,WO,KT,B,65320,1,0,18,82,22,21,5,1,5,0,2,2,
20200530KTWO0,20200530,WO,KT,B,67828,0,1,3,16,4,4,1,1,0,0,1,1,
20200530KTWO0,20200530,KT,WO,T,69032,1,0,13,93,23,21,9,2,2,2,5,5,
20200530KTWO0,20200530,WO,KT,B,69360,0,1,3,14,3,2,0,0,0,1,0,0,
